date,Open,High,Low,Close,Spot,Volume,log_return,return
2023-12-13,452.7879477122068,458.9000046679178,452.42727399846257,458.64654541015625,458.64654541015625,93278000,0.013695995144768602,0.013790214939501722
2023-12-14,460.5961454982613,461.7951683960883,457.428023862559,460.1184997558594,460.1184997558594,119026000,0.003204204628414864,0.003209343579349877
2023-12-15,459.5175058870526,460.7018256606562,457.5012649448637,459.36090087890625,459.36090087890625,141553700,-0.0016478869409590757,-0.0016465299207815143
2023-12-18,460.9758624974249,462.9333802338233,459.9090189154098,461.94482421875,461.94482421875,70375300,0.005609278319885114,0.005625039777873653
2023-12-19,462.49294504720444,464.83219317180465,462.414657477173,464.7538757324219,464.7538757324219,55761800,0.006062510107066821,0.006080924314765479
2023-12-20,463.892567568819,465.7913622558364,457.8830033552832,458.31365966796875,458.31365966796875,102921000,-0.01395416980826969,-0.013857261662000742
2023-12-21,461.3184379551816,462.9334141013397,458.88133775326304,462.65936279296875,462.65936279296875,86667500,0.009437269653014724,0.009481941097169821
2023-12-22,463.79470338010276,465.28243610584667,461.68061032551907,463.58917236328125,463.58917236328125,67160400,0.002007689831282633,0.0020097065899615796
2023-12-26,464.00026588508166,466.45693055584053,463.92194844168887,465.54669189453125,465.54669189453125,55387000,0.004213640873906854,0.004222530740463526
2023-12-27,465.3411180605876,466.53520507295934,464.80281263154177,466.3883972167969,466.3883972167969,68000300,0.0018063608956664368,0.001807993348294179
2023-12-28,466.7505417729767,467.40629349897097,466.1437160434832,466.5645751953125,466.5645751953125,77158100,0.00037767815917710834,0.0003777494885528476
2023-12-29,466.36882605664505,466.8973642343975,463.2465827268645,465.2138977050781,465.2138977050781,122283100,-0.0028991406767930883,-0.0028949422267410263
2024-01-02,462.13086075540474,463.60879642832276,460.4963200555443,462.6104431152344,462.6104431152344,123623700,-0.005611970516641307,-0.0055962528262519795
2024-01-03,460.43754654015044,461.1814128694219,458.2255717162588,458.8323974609375,458.8323974609375,103585900,-0.008200328135935742,-0.008166797162760475
2024-01-04,458.3527850038454,460.9562872853515,457.1293363679507,457.3544616699219,457.3544616699219,84232200,-0.003226278696876861,-0.0032210798522382955
2024-01-05,457.5600069515087,460.44735777003535,456.5225248654525,457.98089599609375,457.98089599609375,86118900,0.0013687539080118327,0.0013696910791787253
2024-01-08,458.48002635182195,464.66578979536183,458.3527829151725,464.51898193359375,464.51898193359375,74879100,0.014174951277381886,0.01427589227991688
2024-01-09,461.8469854701935,464.84198549690996,461.3380415641875,463.8143005371094,463.8143005371094,65931400,-0.0015181649632474148,-0.0015170131337821635
2024-01-10,464.08833198358764,467.3084571861186,463.80448353404677,466.4373474121094,466.4373474121094,67310600,0.005639449997418389,0.005655381630023992
2024-01-11,467.44546301044596,467.96420403660454,462.2286911764114,466.2318115234375,466.2318115234375,77940700,-0.00044074769714441686,-0.0004406505821461515
2024-01-12,467.69014294589425,468.4340092581526,465.13559658829763,466.5547790527344,466.5547790527344,58026400,0.0006924789559921152,0.0006927187748977381
2024-01-16,465.1649566213452,466.4862572188479,463.01167512948393,464.8419494628906,464.8419494628906,85014900,-0.003677984833469594,-0.003671229332001258
2024-01-17,461.79803875549055,462.7474360984551,459.8894469222123,462.258056640625,462.258056640625,68843900,-0.005574154882190818,-0.005558648106633313
2024-01-18,463.9415020477,466.92670465681095,462.385279026975,466.3688049316406,466.3688049316406,91856200,0.00885344870441429,0.008892756398643842
2024-01-19,467.50412093986034,472.46643507689606,466.4177130414635,472.1825866699219,472.1825866699219,110834500,0.012388998944368623,0.012466060501481024
2024-01-22,473.7291329004626,474.9134228764255,472.5252486289505,473.1810302734375,473.1810302734375,75844900,0.0021122961723056832,0.002114528641467217
2024-01-23,473.7291139705338,474.80572488601405,472.63290876028725,474.56103515625,474.56103515625,49945300,0.0029121971229431054,0.002916441688321836
2024-01-24,477.4483526414292,478.387952774823,474.5805963770956,475.07977294921875,475.07977294921875,81765000,0.0010924927406987806,0.0010930897282748209
2024-01-25,477.22321235470645,477.93771704633434,475.0797580185204,477.6636657714844,477.6636657714844,72525000,0.005424123751126331,0.005438860943763668
2024-01-26,477.23305420109756,478.7305541413174,476.2053692914894,477.056884765625,477.056884765625,76641600,-0.0012711176840554117,-0.001270310156162635
2024-01-29,477.3700844183153,480.98170711382187,476.8219818291813,480.8348693847656,480.8348693847656,61322800,0.007888165218236765,0.007919358759483686
2024-01-30,480.13997500622065,481.177457075331,479.69952154301166,480.4629821777344,480.4629821777344,58618400,-0.0007737190403140914,-0.0007734197969192502
2024-01-31,478.2411436229909,478.6913643297399,472.60348309923063,472.6230773925781,472.6230773925781,126011100,-0.01645199096118688,-0.0163173960866273
2024-02-01,474.3359632749418,478.8382605000368,473.52357660494823,478.80889892578125,478.80889892578125,91891600,0.013003365135968004,0.013088276533870902
2024-02-02,479.24933857263767,485.5133902013353,478.90676694862634,483.8495178222656,483.8495178222656,99228200,0.01047238537807349,0.010527412727276309
2024-02-05,483.2133042043492,483.87885311983354,479.8170094626226,482.08770751953125,482.08770751953125,75757100,-0.003647881477633952,-0.0036412360410402744
2024-02-06,483.037054113165,483.8200791102588,481.598277417189,483.4873046875,483.4873046875,55918600,0.002898994134020505,0.002903200281065166
2024-02-07,485.74828512507054,487.9406956034412,484.8380166056108,487.51983642578125,487.51983642578125,70556500,0.008305922275241073,0.008340512148271806
2024-02-08,487.51977928446235,488.1168078335821,486.6976254514365,487.735107421875,487.735107421875,52343600,0.0004414661026803657,0.0004415635631813686
2024-02-09,488.2440989985779,490.99440919073515,487.9015274006516,490.5539855957031,490.5539855957031,63979400,0.0057628895086310195,0.005779526900838494
2024-02-12,490.5246201484485,492.8051152852079,489.6143516538678,490.3386535644531,490.3386535644531,56502300,-0.000439053217676566,-0.00043895684791661616
2024-02-13,484.02562800453546,486.53124834920015,480.29655905918094,483.5851745605469,483.5851745605469,113099200,-0.013868820246288216,-0.013773091219329126
2024-02-14,486.23763824813125,488.46920732678694,483.89839015930903,487.9798278808594,487.9798278808594,68387800,0.009046606827468828,0.009087651051970624
2024-02-15,488.6845154511361,491.5327072940358,488.2049033026233,491.34674072265625,491.34674072265625,61683000,0.006876002786404101,0.006899696769061769
2024-02-16,491.0433562248227,492.18848742065717,488.1560054976972,488.8998718261719,488.8998718261719,75532900,-0.004992364058683307,-0.00497992292140903
2024-02-20,487.1478520781103,487.823198068698,483.94732141745294,486.208251953125,486.208251953125,71736700,-0.005520673335875692,-0.005505462423201157
2024-02-21,484.8967856125797,486.80534769645107,483.07627838297776,486.64874267578125,486.64874267578125,59293400,0.0009055611568600241,0.000905971301158992
2024-02-22,493.30426441514726,497.6890850078149,492.33527282899786,496.7201232910156,496.7201232910156,76402500,0.02048414002912846,0.02069537991582604
2024-02-23,498.45253453500476,499.29428272154865,496.3286444476272,497.0627136230469,497.0627136230469,61321800,0.0006894672213624276,0.0006897049585214976
2024-02-26,497.5031487407398,497.9436022039435,495.11497457845917,495.2422180175781,495.2422180175781,50386700,-0.003669230273683155,-0.003662506874030691
2024-02-27,495.9371665232225,496.38738727191105,494.0285746437228,496.1622619628906,496.1622619628906,48854500,0.0018560420655981957,0.0018577655778122537
2024-02-28,494.59620128659884,496.09370114673266,494.2340652877106,495.5064697265625,495.5064697265625,56506600,-0.0013226036295561627,-0.001321729374849534
2024-02-29,497.27807451838515,498.9125852631045,494.6158489387993,497.287841796875,497.287841796875,83924800,0.0035886063434462656,0.0035950531005084496
2024-03-01,498.16871960912823,502.38713824254285,497.75762772536723,501.95648193359375,501.95648193359375,76844800,0.009344409564612022,0.00938820486712344
2024-03-04,501.1539275856768,503.27781758430046,501.1245361453111,501.41815185546875,501.41815185546875,49799300,-0.0010730391453996901,-0.001072463644759214
2024-03-05,499.40195187044725,499.8522024886755,494.18517986398405,496.4069519042969,496.4069519042969,72855600,-0.010044329538873242,-0.009994053730660202
2024-03-06,499.7053584754905,501.19309116164044,497.6206270502209,498.92236328125,498.92236328125,68382400,0.005054441165860624,0.005067236402116482
2024-03-07,502.24030642064287,504.93189312842094,498.98102288038933,503.87481689453125,503.87481689453125,58652100,0.009877359002370412,0.009926301119698389
2024-03-08,504.5111036412887,507.2124281294098,500.27306071329883,500.85052490234375,500.85052490234375,86532500,-0.006020154962362412,-0.006002070138822813
2024-03-11,499.6368961191953,501.0071527207687,497.698942580957,500.4198913574219,500.4198913574219,62557200,-0.0008601743634510939,-0.0008598045195337134
2024-03-12,502.5437254527857,506.39024042665795,500.00871383719493,505.8030090332031,505.8030090332031,73114400,0.0106997545586891,0.010757201639565395
2024-03-13,506.12602292151917,506.30219236269954,503.56167926871893,505.0102233886719,505.0102233886719,55104100,-0.0015686098710609997,-0.00156738024561498
2024-03-14,505.98901546357354,506.1456503584601,500.9484424178663,504.011962890625,504.011962890625,110171800,-0.0019786697206756187,-0.0019767134442317813
2024-03-15,500.9241752239074,502.3870776145681,498.8722167963723,500.55108642578125,500.55108642578125,107646300,-0.006890339356584896,-0.006866655396421173
2024-03-18,504.64517575188347,506.09822050628367,503.11357022244954,503.5259094238281,503.5259094238281,88893300,0.00592550514467316,0.005943095677383825
2024-03-19,502.82889109663125,506.60879710530685,501.8176083387377,506.3240966796875,506.3240966796875,60755300,0.005541802050477607,0.005557186241044176
2024-03-20,506.3829931276009,511.1446990445809,505.70554874674644,511.0072326660156,511.0072326660156,69594600,0.009206772526434648,0.009249285224698367
2024-03-21,513.8643894850584,514.5712568219466,512.411284529802,512.696044921875,512.696044921875,60256100,0.003299420495941341,0.0033048695750323986
2024-03-22,512.6074913570825,513.0983912687284,511.4882251766964,511.7239074707031,511.7239074707031,79070800,-0.0018979281704059048,-0.0018961282436262827
2024-03-25,510.3396035020047,511.46869741749754,510.15305911399236,510.3101806640625,510.3101806640625,48512100,-0.002766498152493746,-0.0027626749229447967
2024-03-26,511.7435537767085,512.0872197037324,508.96510314507884,509.36761474609375,509.36761474609375,65463700,-0.00184875298977083,-0.0018470450986147746
2024-03-27,512.2148648432812,513.6875647434284,510.03523783042095,513.6482543945312,513.6482543945312,82999800,0.008368715990754616,0.00840383158354352
2024-03-28,513.6875151873788,515.0619990069974,513.2653484476477,513.550048828125,513.550048828125,96294900,-0.000191210531398589,-0.0001911922518300635
2024-04-01,514.2963264415365,514.8363044731182,511.48833281353956,512.6566772460938,512.6566772460938,62477500,-0.001741114699442825,-0.0017395998385548728
2024-04-02,508.80803978701164,509.5345622239305,507.0800621401136,509.39715576171875,509.39715576171875,74230300,-0.00637839696882736,-0.00635809817573163
2024-04-03,508.2974512119765,511.46870586053615,508.248373198387,509.9566955566406,509.9566955566406,59155800,0.001097832416871114,0.0010984352554641585
2024-04-04,513.9919383481855,514.3355443672095,503.42776110615574,503.73211669921875,503.73211669921875,96858100,-0.012281199158207023,-0.012206093010755481
2024-04-05,505.09679005886454,510.9679341913057,504.65496812605966,508.9945068359375,508.9945068359375,74546500,0.010392612139642488,0.010446802898336882
2024-04-08,509.7014320043331,510.7126547207523,508.46435456683645,509.2792053222656,509.2792053222656,48401800,0.0005591787165810658,0.0005593350861443636
2024-04-09,511.0267721344404,511.27222207302566,504.9886796755233,509.8682556152344,509.8682556152344,68049200,0.0011559668863245776,0.001156635273564799
2024-04-10,504.1346341197876,506.7658508730003,502.7699776912442,504.76300048828125,504.76300048828125,82652800,-0.010063356871294005,-0.010012890723688717
2024-04-11,506.29457417860783,510.0254018796054,502.7601184459389,508.5723571777344,508.5723571777344,70099000,0.007518487547321762,0.007546822341907289
2024-04-12,505.00844586056235,506.43206780216656,499.81471562897786,501.5525207519531,501.5525207519531,92561100,-0.013899171459963888,-0.013803023948720017
2024-04-15,505.754597894728,505.92148710242344,494.41479083445734,495.26898193359375,495.26898193359375,92101400,-0.012607316413219216,-0.012528177126771789
2024-04-16,495.7500335642605,497.28163897934695,493.069709106782,494.3656921386719,494.3656921386719,73484000,-0.001825502014905389,-0.0018238367995413451
2024-04-17,496.8398101510921,497.006729311642,490.0359442713596,491.4399108886719,491.4399108886719,75910300,-0.0059358352836014205,-0.005918253019020825
2024-04-18,492.8439604399473,494.9548243860695,489.4861913543406,490.4287109375,490.4287109375,74548100,-0.0020597466630460914,-0.0020576268405699816
2024-04-19,490.35020469641637,491.3516299310736,484.87174380253674,486.1481018066406,486.1481018066406,102212600,-0.008766615160139324,-0.008728300434688196
2024-04-22,488.76944479009535,493.23665243811826,486.4131309562078,490.62506103515625,490.62506103515625,67961000,0.009166899234035242,0.009209043935126227
2024-04-23,492.64758250516905,496.87913793386264,490.4385325961786,496.4471435546875,496.4471435546875,64633600,0.011796806781324776,0.011866663531714838
2024-04-24,497.3406118733658,498.1358674864195,493.97304502182635,496.2115478515625,496.2115478515625,55928100,-0.0004746761592651083,-0.00047456351835983845
2024-04-25,490.09486089536534,495.09221872977014,488.4356166876918,494.326416015625,494.326416015625,69122400,-0.0038062834149776847,-0.003799048700296348
2024-04-26,497.1344324900181,500.60018526711485,496.4962684869457,499.0096740722656,499.0096740722656,64306100,0.009429422335349713,0.009474019402783806
2024-04-29,500.80633878668806,501.4543303567636,498.01803049137214,500.7768859863281,500.7768859863281,46415400,0.0035351820581341897,0.003541438184235579
2024-04-30,499.3042252109721,500.28602524952794,492.843994140625,492.843994140625,492.843994140625,77483600,-0.015967982481137177,-0.015841170125251547
2024-05-01,492.2548440181232,498.94089901298264,490.7723165650843,491.24359130859375,491.24359130859375,80242800,-0.0032525646428362975,-0.0032472807847072627
2024-05-02,494.9744511698694,496.682803499829,490.45816529457255,495.83843994140625,495.83843994140625,62550200,0.009310030324008345,0.009353503463673807
2024-05-03,501.85688879465766,503.22157520671925,499.30420281647224,501.9845275878906,501.9845275878906,72756700,0.012319149938537777,0.012395343223511768
2024-05-06,504.39968265724644,507.2076159005214,503.9578607313711,507.1683654785156,507.1683654785156,47264700,0.010273732597220864,0.010326688584475052
2024-05-07,508.14036653323757,509.13199404488415,507.05058299886457,507.72802734375,507.72802734375,52561300,0.0011028946913640425,0.0011035031033654885
2024-05-08,505.8822329674264,508.3170775768839,505.764421771763,507.777099609375,507.777099609375,42047200,9.664602247827503e-05,9.665069285569317e-05
2024-05-09,507.96361976918945,510.7421301704395,507.3058306373819,510.70281982421875,510.70281982421875,43643700,0.0057452841372036545,0.005761819934562817
2024-05-10,512.3130349714144,513.1279457174053,510.1334678228607,511.3607177734375,511.3607177734375,52233200,0.0012873916657483164,0.0012882207101287957
2024-05-13,513.0494374295964,513.1574210544592,510.2807540669257,511.429443359375,511.429443359375,36716400,0.00013438843792723532,0.0001343974684577809
2024-05-14,511.6257954945224,514.2963227171578,511.08581746685115,513.7759399414062,513.7759399414062,57535900,0.004577620675319416,0.004588113986199183
2024-05-15,516.2598787440616,520.432528485142,515.621684813936,520.1380004882812,520.1380004882812,59504900,0.012306906015411734,0.012382947608641448
2024-05-16,520.2361543782758,521.8463206535929,518.9205160986112,519.0678100585938,519.0678100585938,50244800,-0.002059632071233608,-0.0020575124845384485
2024-05-17,519.1855985309879,519.8826980271124,517.7227262796864,519.81396484375,519.81396484375,59187600,0.0014364577981513804,0.0014374899978328859
2024-05-20,519.9318304224834,521.8856028241897,519.5390864548481,520.4129028320312,520.4129028320312,37764200,0.0011515527488841215,0.001152216040331444
2024-05-21,519.6471082263093,521.846330534573,519.440908663292,521.689208984375,521.689208984375,33437000,0.0024494850860055095,0.00245248752557492
2024-05-22,520.9921558859738,521.7088506578033,517.997618165417,520.1870727539062,520.1870727539062,48390000,-0.0028835233081245804,-0.0028793699478528723
2024-05-23,523.2601735572039,523.3681571803176,515.1700908499565,516.3875732421875,516.3875732421875,57211200,-0.007330907701637912,-0.0073041021408009055
2024-05-24,518.2431108375699,520.6191100051178,517.2907935924079,519.80419921875,519.80419921875,41291100,0.006594606229169742,0.0066163985223557376
2024-05-28,520.6190689749426,520.8546913706681,517.5165476330567,520.1674194335938,520.1674194335938,36269600,0.0006985195039908021,0.0006987635255537583
2024-05-29,516.1126241518484,517.7129629685619,515.808268544491,516.5249633789062,516.5249633789062,45190300,-0.007027101006656267,-0.007002468664134565
2024-05-30,514.9737211407102,515.6413379056687,511.84177695073043,513.0984497070312,513.0984497070312,46377600,-0.006655882681150693,-0.006633781355813051
2024-05-31,514.0606778227026,517.8994893772648,508.92582317948944,517.7718505859375,517.7718505859375,90785800,0.009066965832993823,0.009108195282162113
2024-06-03,519.391857928712,519.6765583574672,513.0886587497955,518.1940307617188,518.1940307617188,46835700,0.0008150465314615829,0.000815378772143438
2024-06-04,516.8783269996437,519.5193707703163,515.4056273488814,518.773193359375,518.773193359375,34632700,0.0011170317526056905,0.0011176558649370616
2024-06-05,521.1099809761525,524.9586200186185,519.1070707176025,524.93896484375,524.93896484375,47610400,0.011815217756924845,0.011885293155661891
2024-06-06,525.2433213604766,525.6753157381511,522.9851934462151,524.9291381835938,524.9291381835938,30808500,-1.8719799427024952e-05,-1.871962421229334e-05
2024-06-07,523.9473496782516,527.1186043544275,522.8477384972871,524.291015625,524.291015625,43224500,-0.0012163751047982174,-0.0012156356204607865
2024-06-10,523.4759834328729,526.2348383329728,522.877099967298,525.9108276367188,525.9108276367188,35686100,0.003084765669748357,0.003089528455466173
2024-06-11,524.3499016107278,527.2363958338547,522.3666465543927,527.177490234375,527.177490234375,36383400,0.002405616294487878,0.0024085121109755914
2024-06-12,531.7723073085223,534.2169795758864,530.4664966070287,531.5072021484375,531.5072021484375,63251300,0.008179462845992802,0.008213006044961446
2024-06-13,533.2647256389599,533.4414424585367,529.7695198283611,532.5774536132812,532.5774536132812,44760900,0.0020115915025105124,0.0020136161100312577
2024-06-14,531.0360450903258,532.9309121002872,530.0247622194455,532.9014892578125,532.9014892578125,40089900,0.0006082441266244132,0.0006084291445926926
2024-06-17,532.2141054561657,538.5467267827651,531.7526283434909,537.1427001953125,537.1427001953125,55839500,0.007927211211139706,0.007958714739954686
2024-06-18,537.2016355735989,538.635085076816,536.7794687849962,538.5074462890625,538.5074462890625,41376400,0.002537529196676047,0.0025407514488304805
2024-06-20,539.4402111706817,540.107828000523,535.2577334527383,537.0446166992188,537.0446166992188,70328200,-0.0027201481772269887,-0.0027164519263834785
2024-06-21,536.2161919571165,537.4474010127514,534.8569323502853,536.3245239257812,536.3245239257812,64338600,-0.0013417432162228238,-0.0013408434812424153
2024-06-24,536.1472401021375,538.7278494880962,534.4629244620497,534.5811157226562,534.5811157226562,45528700,-0.003255953986547766,-0.0032506591165430976
2024-06-25,535.8123714938099,537.004203612723,534.2856841465313,536.6397705078125,536.6397705078125,37936200,0.0038435720326246425,0.0038509680282539094
2024-06-26,535.5169224493349,538.0285772692542,534.8668704239683,537.3095703125,537.3095703125,38550600,0.0012473584480643396,0.0012481367231760299
2024-06-27,537.1715879191873,538.7377123089291,536.4230031853552,538.1565551757812,538.1565551757812,35041500,0.0015751031451731734,0.0015763442716805187
2024-06-28,538.934685684169,542.0078389927284,534.7880117936159,536.0388793945312,536.0388793945312,76144500,-0.0039428179575393685,-0.003935055256473308
2024-07-01,537.4277087162804,537.6739505394513,534.3644748642668,537.14208984375,537.14208984375,40297800,0.0020559642212187867,0.002058079164826365
2024-07-02,535.5267231112665,540.7568969726562,535.4774867707054,540.7568969726562,540.7568969726562,40434800,0.006707160363666809,0.006729703736227055
2024-07-03,540.4416655124819,543.5344770067398,540.4022884660889,543.1700439453125,543.1700439453125,32789900,0.004452608138839409,0.004462535727543848
2024-07-05,543.4754556350376,546.7061172919005,542.8352028084947,546.3023071289062,546.3023071289062,41488400,0.005750071235405052,0.005766634626686251
2024-07-08,547.0902465409208,547.8880676594589,545.859037400113,546.9326782226562,546.9326782226562,36110500,0.0011532217173035875,0.0011538869331577661
2024-07-09,547.8979265962074,548.804079690317,547.1690604041432,547.4645385742188,547.4645385742188,27289700,0.0009719695651115856,0.0009724420806065392
2024-07-10,548.6957250344957,553.2265504354008,548.4002468766333,552.8818359375,552.8818359375,38701200,0.009846610591966787,0.009895247968735532
2024-07-11,553.0000838317138,553.8767192211716,547.4744313021142,548.1146240234375,548.1146240234375,53054200,-0.008659867456083603,-0.008622478808657075
2024-07-12,549.2473299383824,555.1965108923417,548.774564863736,551.5718383789062,551.5718383789062,53084400,0.006287657188911666,0.006307466000616824
2024-07-15,553.5812287923791,556.3489846422507,551.2172831044048,553.0887451171875,553.0887451171875,40584300,0.0027463778727954136,0.0027501526233455476
2024-07-16,554.4085769027762,556.664130530242,553.650132792749,556.36865234375,556.36865234375,36475300,0.0059126502547490745,0.0059301644727332015
2024-07-17,550.3997127297722,552.0840284475104,548.2426319478126,548.5676879882812,548.5676879882812,57119000,-0.014120440586043337,-0.014021214751418043
